date,sector,business_type,estimated_transactions,estimated_revenue
2026-04-25,College Road,Grocery,203,121800
2026-04-25,College Road,Entertainment,103,51500
2026-04-25,College Road,Services,73,87600
2026-04-25,College Road,Food & Beverage,251,87850
2026-04-25,College Road,Healthcare,43,64500
2026-04-25,Industrial Zone,Entertainment,53,26500
2026-04-25,Industrial Zone,Retail,66,52800
2026-04-25,Industrial Zone,Services,37,44400
2026-04-25,Industrial Zone,Healthcare,23,34500
2026-04-25,Industrial Zone,Food & Beverage,108,37800
2026-04-25,Industrial Zone,Grocery,89,53400
2026-04-25,Central Mall,Healthcare,106,159000
2026-04-25,Central Mall,Retail,283,226400
2026-04-25,Central Mall,Entertainment,272,136000
2026-04-25,Central Mall,Grocery,527,316200
2026-04-25,Station Area,Grocery,222,133200
2026-04-25,Station Area,Retail,169,135200
2026-04-25,Station Area,Food & Beverage,279,97650
2026-04-25,Station Area,Entertainment,157,78500
2026-04-26,Market Street,Retail,313,250400
2026-04-26,Market Street,Healthcare,98,147000
2026-04-26,Market Street,Entertainment,217,108500
2026-04-26,Market Street,Services,161,193200
2026-04-26,Market Street,Grocery,337,202200
2026-04-26,Market Street,Food & Beverage,506,177100
2026-04-26,Tech Park,Healthcare,49,73500
2026-04-26,Tech Park,Entertainment,95,47500
2026-04-26,Tech Park,Services,61,73200
2026-04-26,Tech Park,Retail,157,125600
2026-04-26,Old Town,Entertainment,122,61000
2026-04-26,Old Town,Grocery,241,144600
2026-04-26,Old Town,Retail,160,128000
2026-04-26,Old Town,Services,85,102000
2026-04-26,Old Town,Food & Beverage,283,99050
2026-04-26,Old Town,Healthcare,49,73500
2026-04-26,Riverside,Food & Beverage,183,64050
2026-04-26,Riverside,Healthcare,34,51000
2026-04-26,Riverside,Grocery,125,75000
2026-04-26,Riverside,Retail,112,89600
2026-04-26,Riverside,Services,56,67200
2026-04-26,College Road,Retail,141,112800
2026-04-26,College Road,Grocery,168,100800
2026-04-26,College Road,Entertainment,133,66500
2026-04-26,College Road,Services,83,99600
2026-04-26,College Road,Food & Beverage,263,92050
2026-04-26,College Road,Healthcare,46,69000
2026-04-26,Industrial Zone,Entertainment,38,19000
2026-04-26,Industrial Zone,Retail,68,54400
2026-04-26,Industrial Zone,Services,30,36000
2026-04-26,Industrial Zone,Healthcare,17,25500
2026-04-26,Industrial Zone,Food & Beverage,100,35000
2026-04-26,Industrial Zone,Grocery,85,51000
2026-04-26,Central Mall,Healthcare,109,163500
2026-04-26,Central Mall,Retail,371,296800
2026-04-26,Central Mall,Entertainment,292,146000
2026-04-26,Central Mall,Grocery,392,235200
2026-04-26,Station Area,Grocery,231,138600
2026-04-26,Station Area,Retail,203,162400
2026-04-26,Station Area,Food & Beverage,226,79100
2026-04-26,Station Area,Entertainment,146,73000
2026-04-27,Market Street,Retail,190,152000
2026-04-27,Market Street,Healthcare,70,105000
2026-04-27,Market Street,Entertainment,172,86000
2026-04-27,Market Street,Services,114,136800
2026-04-27,Market Street,Grocery,279,167400
2026-04-27,Market Street,Food & Beverage,329,115150
2026-04-27,Tech Park,Healthcare,78,117000
2026-04-27,Tech Park,Entertainment,181,90500
2026-04-27,Tech Park,Services,90,108000
2026-04-27,Tech Park,Retail,221,176800
2026-04-27,Old Town,Entertainment,84,42000
2026-04-27,Old Town,Grocery,148,88800
2026-04-27,Old Town,Retail,109,87200
2026-04-27,Old Town,Services,54,64800
2026-04-27,Old Town,Food & Beverage,201,70350
2026-04-27,Old Town,Healthcare,37,55500
2026-04-27,Riverside,Food & Beverage,149,52150
2026-04-27,Riverside,Healthcare,27,40500
2026-04-27,Riverside,Grocery,114,68400
2026-04-27,Riverside,Retail,78,62400
2026-04-27,Riverside,Services,50,60000
2026-04-27,College Road,Retail,133,106400
2026-04-27,College Road,Grocery,196,117600
2026-04-27,College Road,Entertainment,137,68500
2026-04-27,College Road,Services,90,108000
2026-04-27,College Road,Food & Beverage,251,87850
2026-04-27,College Road,Healthcare,49,73500
2026-04-27,Industrial Zone,Entertainment,51,25500
2026-04-27,Industrial Zone,Retail,56,44800
2026-04-27,Industrial Zone,Services,27,32400
2026-04-27,Industrial Zone,Healthcare,15,22500
2026-04-27,Industrial Zone,Food & Beverage,93,32550
2026-04-27,Industrial Zone,Grocery,78,46800
2026-04-27,Central Mall,Healthcare,79,118500
2026-04-27,Central Mall,Retail,262,209600
2026-04-27,Central Mall,Entertainment,196,98000
2026-04-27,Central Mall,Grocery,334,200400
2026-04-27,Station Area,Grocery,173,103800
2026-04-27,Station Area,Retail,169,135200
2026-04-27,Station Area,Food & Beverage,317,110950
2026-04-27,Station Area,Entertainment,130,65000
2026-04-28,Market Street,Retail,182,145600
2026-04-28,Market Street,Healthcare,55,82500
2026-04-28,Market Street,Entertainment,150,75000
2026-04-28,Market Street,Services,94,112800
2026-04-28,Market Street,Grocery,219,131400
2026-04-28,Market Street,Food & Beverage,342,119700
2026-04-28,Tech Park,Healthcare,74,111000
2026-04-28,Tech Park,Entertainment,152,76000
2026-04-28,Tech Park,Services,113,135600
2026-04-28,Tech Park,Retail,214,171200
2026-04-28,Old Town,Entertainment,99,49500
2026-04-28,Old Town,Grocery,130,78000
2026-04-28,Old Town,Retail,129,103200
2026-04-28,Old Town,Services,59,70800
2026-04-28,Old Town,Food & Beverage,188,65800
2026-04-28,Old Town,Healthcare,49,73500
2026-04-28,Riverside,Food & Beverage,134,46900
2026-04-28,Riverside,Healthcare,25,37500
2026-04-28,Riverside,Grocery,81,48600
2026-04-28,Riverside,Retail,89,71200
2026-04-28,Riverside,Services,36,43200
2026-04-28,College Road,Retail,138,110400
2026-04-28,College Road,Grocery,198,118800
2026-04-28,College Road,Entertainment,140,70000
2026-04-28,College Road,Services,88,105600
2026-04-28,College Road,Food & Beverage,251,87850
2026-04-28,College Road,Healthcare,52,78000
2026-04-28,Industrial Zone,Entertainment,52,26000
2026-04-28,Industrial Zone,Retail,71,56800
2026-04-28,Industrial Zone,Services,37,44400
2026-04-28,Industrial Zone,Healthcare,25,37500
2026-04-28,Industrial Zone,Food & Beverage,128,44800
2026-04-28,Industrial Zone,Grocery,98,58800
2026-04-28,Central Mall,Healthcare,83,124500
2026-04-28,Central Mall,Retail,278,222400
2026-04-28,Central Mall,Entertainment,205,102500
2026-04-28,Central Mall,Grocery,308,184800
2026-04-28,Station Area,Grocery,229,137400
2026-04-28,Station Area,Retail,181,144800
2026-04-28,Station Area,Food & Beverage,326,114100
2026-04-28,Station Area,Entertainment,141,70500
2026-04-29,Market Street,Retail,199,159200
2026-04-29,Market Street,Healthcare,76,114000
2026-04-29,Market Street,Entertainment,183,91500
2026-04-29,Market Street,Services,123,147600
2026-04-29,Market Street,Grocery,330,198000
2026-04-29,Market Street,Food & Beverage,416,145600
2026-04-29,Tech Park,Healthcare,55,82500
2026-04-29,Tech Park,Entertainment,132,66000
2026-04-29,Tech Park,Services,84,100800
2026-04-29,Tech Park,Retail,188,150400
2026-04-29,Old Town,Entertainment,92,46000
2026-04-29,Old Town,Grocery,130,78000
2026-04-29,Old Town,Retail,98,78400
2026-04-29,Old Town,Services,61,73200
2026-04-29,Old Town,Food & Beverage,177,61950
2026-04-29,Old Town,Healthcare,35,52500
2026-04-29,Riverside,Food & Beverage,114,39900
2026-04-29,Riverside,Healthcare,27,40500
2026-04-29,Riverside,Grocery,93,55800
2026-04-29,Riverside,Retail,68,54400
2026-04-29,Riverside,Services,40,48000
2026-04-29,College Road,Retail,160,128000
2026-04-29,College Road,Grocery,222,133200
2026-04-29,College Road,Entertainment,116,58000
2026-04-29,College Road,Services,99,118800
2026-04-29,College Road,Food & Beverage,316,110600
2026-04-29,College Road,Healthcare,45,67500
2026-04-29,Industrial Zone,Entertainment,58,29000
2026-04-29,Industrial Zone,Retail,61,48800
2026-04-29,Industrial Zone,Services,38,45600
2026-04-29,Industrial Zone,Healthcare,22,33000
2026-04-29,Industrial Zone,Food & Beverage,112,39200
2026-04-29,Industrial Zone,Grocery,87,52200
2026-04-29,Central Mall,Healthcare,90,135000
2026-04-29,Central Mall,Retail,212,169600
2026-04-29,Central Mall,Entertainment,205,102500
2026-04-29,Central Mall,Grocery,358,214800
2026-04-29,Station Area,Grocery,266,159600
2026-04-29,Station Area,Retail,229,183200
2026-04-29,Station Area,Food & Beverage,294,102900
2026-04-29,Station Area,Entertainment,163,81500
2026-04-30,Market Street,Retail,176,140800
2026-04-30,Market Street,Healthcare,66,99000
2026-04-30,Market Street,Entertainment,142,71000
2026-04-30,Market Street,Services,91,109200
2026-04-30,Market Street,Grocery,268,160800
2026-04-30,Market Street,Food & Beverage,281,98350
2026-04-30,Tech Park,Healthcare,61,91500
2026-04-30,Tech Park,Entertainment,163,81500
2026-04-30,Tech Park,Services,121,145200
2026-04-30,Tech Park,Retail,245,196000
2026-04-30,Old Town,Entertainment,92,46000
2026-04-30,Old Town,Grocery,172,103200
2026-04-30,Old Town,Retail,99,79200
2026-04-30,Old Town,Services,58,69600
2026-04-30,Old Town,Food & Beverage,185,64750
2026-04-30,Old Town,Healthcare,37,55500
2026-04-30,Riverside,Food & Beverage,150,52500
2026-04-30,Riverside,Healthcare,31,46500
2026-04-30,Riverside,Grocery,114,68400
2026-04-30,Riverside,Retail,90,72000
2026-04-30,Riverside,Services,47,56400
2026-04-30,College Road,Retail,159,127200
2026-04-30,College Road,Grocery,232,139200
2026-04-30,College Road,Entertainment,138,69000
2026-04-30,College Road,Services,92,110400
2026-04-30,College Road,Food & Beverage,294,102900
2026-04-30,College Road,Healthcare,59,88500
2026-04-30,Industrial Zone,Entertainment,52,26000
2026-04-30,Industrial Zone,Retail,76,60800
2026-04-30,Industrial Zone,Services,32,38400
2026-04-30,Industrial Zone,Healthcare,21,31500
2026-04-30,Industrial Zone,Food & Beverage,145,50750
2026-04-30,Industrial Zone,Grocery,81,48600
2026-04-30,Central Mall,Healthcare,74,111000
2026-04-30,Central Mall,Retail,277,221600
2026-04-30,Central Mall,Entertainment,163,81500
2026-04-30,Central Mall,Grocery,336,201600
2026-04-30,Station Area,Grocery,304,182400
2026-04-30,Station Area,Retail,158,126400
2026-04-30,Station Area,Food & Beverage,250,87500
2026-04-30,Station Area,Entertainment,127,63500
2026-05-01,Market Street,Retail,226,180800
2026-05-01,Market Street,Healthcare,77,115500
2026-05-01,Market Street,Entertainment,157,78500
2026-05-01,Market Street,Services,118,141600
2026-05-01,Market Street,Grocery,315,189000
2026-05-01,Market Street,Food & Beverage,408,142800
2026-05-01,Tech Park,Healthcare,69,103500
2026-05-01,Tech Park,Entertainment,131,65500
2026-05-01,Tech Park,Services,104,124800
2026-05-01,Tech Park,Retail,204,163200
2026-05-01,Old Town,Entertainment,91,45500
2026-05-01,Old Town,Grocery,153,91800
2026-05-01,Old Town,Retail,130,104000
2026-05-01,Old Town,Services,70,84000
2026-05-01,Old Town,Food & Beverage,192,67200
2026-05-01,Old Town,Healthcare,43,64500
2026-05-01,Riverside,Food & Beverage,150,52500
2026-05-01,Riverside,Healthcare,29,43500
2026-05-01,Riverside,Grocery,126,75600
2026-05-01,Riverside,Retail,87,69600
2026-05-01,Riverside,Services,56,67200
2026-05-01,College Road,Retail,145,116000
2026-05-01,College Road,Grocery,215,129000
2026-05-01,College Road,Entertainment,134,67000
2026-05-01,College Road,Services,94,112800
2026-05-01,College Road,Food & Beverage,319,111650
2026-05-01,College Road,Healthcare,56,84000
2026-05-01,Industrial Zone,Entertainment,50,25000
2026-05-01,Industrial Zone,Retail,79,63200
2026-05-01,Industrial Zone,Services,42,50400
2026-05-01,Industrial Zone,Healthcare,19,28500
2026-05-01,Industrial Zone,Food & Beverage,122,42700
2026-05-01,Industrial Zone,Grocery,82,49200
2026-05-01,Central Mall,Healthcare,72,108000
2026-05-01,Central Mall,Retail,212,169600
2026-05-01,Central Mall,Entertainment,202,101000
2026-05-01,Central Mall,Grocery,315,189000
2026-05-01,Station Area,Grocery,241,144600
2026-05-01,Station Area,Retail,225,180000
2026-05-01,Station Area,Food & Beverage,296,103600
2026-05-01,Station Area,Entertainment,171,85500
2026-05-02,Market Street,Retail,253,202400
2026-05-02,Market Street,Healthcare,88,132000
2026-05-02,Market Street,Entertainment,232,116000
2026-05-02,Market Street,Services,155,186000
2026-05-02,Market Street,Grocery,417,250200
2026-05-02,Market Street,Food & Beverage,456,159600
2026-05-02,Tech Park,Healthcare,45,67500
2026-05-02,Tech Park,Entertainment,100,50000
2026-05-02,Tech Park,Services,71,85200
2026-05-02,Tech Park,Retail,137,109600
2026-05-02,Old Town,Entertainment,129,64500
2026-05-02,Old Town,Grocery,178,106800
2026-05-02,Old Town,Retail,168,134400
2026-05-02,Old Town,Services,90,108000
2026-05-02,Old Town,Food & Beverage,253,88550
2026-05-02,Old Town,Healthcare,47,70500
2026-05-02,Riverside,Food & Beverage,208,72800
2026-05-02,Riverside,Healthcare,38,57000
2026-05-02,Riverside,Grocery,142,85200
2026-05-02,Riverside,Retail,96,76800
2026-05-02,Riverside,Services,53,63600
2026-05-02,College Road,Retail,159,127200
2026-05-02,College Road,Grocery,190,114000
2026-05-02,College Road,Entertainment,106,53000
2026-05-02,College Road,Services,78,93600
2026-05-02,College Road,Food & Beverage,215,75250
2026-05-02,College Road,Healthcare,53,79500
2026-05-02,Industrial Zone,Entertainment,56,28000
2026-05-02,Industrial Zone,Retail,59,47200
2026-05-02,Industrial Zone,Services,31,37200
2026-05-02,Industrial Zone,Healthcare,15,22500
2026-05-02,Industrial Zone,Food & Beverage,88,30800
2026-05-02,Industrial Zone,Grocery,72,43200
2026-05-02,Central Mall,Healthcare,112,168000
2026-05-02,Central Mall,Retail,323,258400
2026-05-02,Central Mall,Entertainment,231,115500
2026-05-02,Central Mall,Grocery,433,259800
2026-05-02,Station Area,Grocery,215,129000
2026-05-02,Station Area,Retail,162,129600
2026-05-02,Station Area,Food & Beverage,207,72450
2026-05-02,Station Area,Entertainment,121,60500
2026-05-03,Market Street,Retail,230,184000
2026-05-03,Market Street,Healthcare,97,145500
2026-05-03,Market Street,Entertainment,230,115000
2026-05-03,Market Street,Services,129,154800
2026-05-03,Market Street,Grocery,329,197400
2026-05-03,Market Street,Food & Beverage,425,148750
2026-05-03,Tech Park,Healthcare,30,45000
2026-05-03,Tech Park,Entertainment,99,49500
2026-05-03,Tech Park,Services,62,74400
2026-05-03,Tech Park,Retail,131,104800
2026-05-03,Old Town,Entertainment,100,50000
2026-05-03,Old Town,Grocery,176,105600
2026-05-03,Old Town,Retail,120,96000
2026-05-03,Old Town,Services,67,80400
2026-05-03,Old Town,Food & Beverage,207,72450
2026-05-03,Old Town,Healthcare,51,76500
2026-05-03,Riverside,Food & Beverage,190,66500
2026-05-03,Riverside,Healthcare,41,61500
2026-05-03,Riverside,Grocery,157,94200
2026-05-03,Riverside,Retail,107,85600
2026-05-03,Riverside,Services,64,76800
2026-05-03,College Road,Retail,148,118400
2026-05-03,College Road,Grocery,164,98400
2026-05-03,College Road,Entertainment,121,60500
2026-05-03,College Road,Services,68,81600
2026-05-03,College Road,Food & Beverage,222,77700
2026-05-03,College Road,Healthcare,49,73500
2026-05-03,Industrial Zone,Entertainment,50,25000
2026-05-03,Industrial Zone,Retail,68,54400
2026-05-03,Industrial Zone,Services,35,42000
2026-05-03,Industrial Zone,Healthcare,23,34500
2026-05-03,Industrial Zone,Food & Beverage,86,30100
2026-05-03,Industrial Zone,Grocery,74,44400
2026-05-03,Central Mall,Healthcare,113,169500
2026-05-03,Central Mall,Retail,353,282400
2026-05-03,Central Mall,Entertainment,232,116000
2026-05-03,Central Mall,Grocery,416,249600
2026-05-03,Station Area,Grocery,248,148800
2026-05-03,Station Area,Retail,193,154400
2026-05-03,Station Area,Food & Beverage,240,84000
2026-05-03,Station Area,Entertainment,132,66000
2026-05-04,Market Street,Retail,191,152800
2026-05-04,Market Street,Healthcare,70,105000
2026-05-04,Market Street,Entertainment,198,99000
2026-05-04,Market Street,Services,103,123600
2026-05-04,Market Street,Grocery,227,136200
2026-05-04,Market Street,Food & Beverage,343,120050
2026-05-04,Tech Park,Healthcare,66,99000
2026-05-04,Tech Park,Entertainment,141,70500
2026-05-04,Tech Park,Services,85,102000
2026-05-04,Tech Park,Retail,192,153600
2026-05-04,Old Town,Entertainment,110,55000
2026-05-04,Old Town,Grocery,155,93000
2026-05-04,Old Town,Retail,134,107200
2026-05-04,Old Town,Services,76,91200
2026-05-04,Old Town,Food & Beverage,241,84350
2026-05-04,Old Town,Healthcare,42,63000
2026-05-04,Riverside,Food & Beverage,141,49350
2026-05-04,Riverside,Healthcare,33,49500
2026-05-04,Riverside,Grocery,103,61800
2026-05-04,Riverside,Retail,92,73600
2026-05-04,Riverside,Services,40,48000
2026-05-04,College Road,Retail,186,148800
2026-05-04,College Road,Grocery,219,131400
2026-05-04,College Road,Entertainment,152,76000
2026-05-04,College Road,Services,94,112800
2026-05-04,College Road,Food & Beverage,247,86450
2026-05-04,College Road,Healthcare,64,96000
2026-05-04,Industrial Zone,Entertainment,61,30500
2026-05-04,Industrial Zone,Retail,71,56800
2026-05-04,Industrial Zone,Services,32,38400
2026-05-04,Industrial Zone,Healthcare,21,31500
2026-05-04,Industrial Zone,Food & Beverage,111,38850
2026-05-04,Industrial Zone,Grocery,81,48600
2026-05-04,Central Mall,Healthcare,98,147000
2026-05-04,Central Mall,Retail,255,204000
2026-05-04,Central Mall,Entertainment,147,73500
2026-05-04,Central Mall,Grocery,347,208200
2026-05-04,Station Area,Grocery,195,117000
2026-05-04,Station Area,Retail,150,120000
2026-05-04,Station Area,Food & Beverage,244,85400
2026-05-04,Station Area,Entertainment,131,65500
2026-05-05,Market Street,Retail,216,172800
2026-05-05,Market Street,Healthcare,66,99000
2026-05-05,Market Street,Entertainment,150,75000
2026-05-05,Market Street,Services,103,123600
2026-05-05,Market Street,Grocery,259,155400
2026-05-05,Market Street,Food & Beverage,298,104300
2026-05-05,Tech Park,Healthcare,64,96000
2026-05-05,Tech Park,Entertainment,153,76500
2026-05-05,Tech Park,Services,112,134400
2026-05-05,Tech Park,Retail,205,164000
2026-05-05,Old Town,Entertainment,79,39500
2026-05-05,Old Town,Grocery,153,91800
2026-05-05,Old Town,Retail,96,76800
2026-05-05,Old Town,Services,60,72000
2026-05-05,Old Town,Food & Beverage,168,58800
2026-05-05,Old Town,Healthcare,31,46500
2026-05-05,Riverside,Food & Beverage,138,48300
2026-05-05,Riverside,Healthcare,19,28500
2026-05-05,Riverside,Grocery,88,52800
2026-05-05,Riverside,Retail,79,63200
2026-05-05,Riverside,Services,43,51600
2026-05-05,College Road,Retail,189,151200
